concurso,dia,mes,ano,premio,num1,num2,num3,num4,num5,num6
1035,31,12,2008,37025110.94,1,11,26,51,59,60
1036,3,1,2009,44550370.27,10,27,36,39,41,52
1037,7,1,2009,2055486.11,4,36,44,46,53,56
1038,10,1,2009,4545165.59,6,7,28,35,43,51
1039,14,1,2009,21306617.42,2,20,24,27,36,52
1040,17,1,2009,25165354.54,1,6,28,39,44,55
1041,21,1,2009,29372147.91,10,12,36,44,54,57
1042,24,1,2009,1983110.38,13,18,25,30,46,51
1043,28,1,2009,4118214.61,14,21,25,48,51,60
1044,31,1,2009,15945179.95,10,11,13,35,39,58
1045,4,2,2009,19241182.43,1,5,6,17,31,50
1046,7,2,2009,23031543.81,28,40,42,54,55,57
1047,11,2,2009,1720141.14,1,2,8,10,14,48
1048,14,2,2009,3901088.76,3,16,21,28,38,57
1049,18,2,2009,1636050.81,2,5,17,29,34,52
1050,21,2,2009,10189998.98,14,24,26,33,45,60
1051,25,2,2009,11636051.15,7,10,11,13,43,57
1052,28,2,2009,14557865.34,8,11,15,16,52,57
1053,4,3,2009,1629650.34,15,27,34,42,49,53
1054,7,3,2009,8083746.3,13,14,18,27,41,60
1055,11,3,2009,10547666.7,12,15,16,20,27,32
1056,14,3,2009,1872397.32,6,8,38,50,53,59
1057,18,3,2009,1590685.29,2,3,4,15,49,59
1058,21,3,2009,3671709.67,18,20,24,45,51,57
1059,25,3,2009,1600783.97,1,12,14,16,37,45
1060,28,3,2009,8287163.48,1,3,16,18,41,42
1061,1,4,2009,1591415.12,9,21,23,30,41,56
1062,4,4,2009,3684492.68,2,8,23,33,37,55
1063,8,4,2009,5911224.82,1,22,44,47,49,50
1064,11,4,2009,14524789.16,4,16,19,28,29,49
1065,15,4,2009,17654485.48,7,19,30,39,43,57
1066,18,4,2009,21511165.79,6,10,25,32,43,49
1067,22,4,2009,25237954.47,4,10,14,25,28,56
1068,25,4,2009,30418969.33,25,27,44,47,48,57
1069,29,4,2009,36400425.15,9,17,28,45,49,53
1070,2,5,2009,16241666.9,5,8,16,23,41,53
1071,6,5,2009,1806143.13,5,7,37,43,53,54
1072,9,5,2009,4159908.54,9,18,19,43,47,54
1073,13,5,2009,6634811.63,8,25,32,34,36,44
1074,16,5,2009,16976970.12,3,10,23,29,47,50
1075,20,5,2009,20450510.01,10,12,16,21,39,53
1076,23,5,2009,24479432.11,4,10,19,32,33,42
1077,27,5,2009,28972176.84,5,6,9,11,18,37
1078,30,5,2009,1948695.28,3,6,34,41,43,45
1079,3,6,2009,4033499.58,5,12,24,28,36,37
1080,6,6,2009,12716777.49,11,18,20,34,41,56
1081,10,6,2009,16001758.39,9,16,24,29,52,56
1082,13,6,2009,19360050.18,4,17,38,40,50,55
1083,17,6,2009,23480703.04,10,20,23,28,42,43
1084,20,6,2009,39437088.95,5,20,29,33,40,59
1085,24,6,2009,46002479.88,12,21,39,40,50,55
1086,27,6,2009,55616260.8,2,4,6,10,23,45
1087,1,7,2009,2177511.76,3,20,28,32,36,46
1088,4,7,2009,4942757.79,6,24,31,35,42,57
1089,8,7,2009,23035860.57,2,18,20,32,37,48
1090,11,7,2009,27168860.47,9,20,24,36,40,42
1091,15,7,2009,32230875.61,17,23,24,27,49,56
1092,18,7,2009,38294925.87,1,9,30,33,34,40
1093,22,7,2009,45920866.95,19,23,27,38,41,49
1094,25,7,2009,55863193.02,9,10,21,36,41,48
1095,29,7,2009,24452986.89,10,16,21,23,27,36
1096,1,8,2009,29439225.73,3,13,14,16,41,52
1097,5,8,2009,34907671.59,1,17,21,33,48,56
1098,8,8,2009,2656519.77,11,20,21,30,50,52
1099,12,8,2009,14459242.92,14,31,35,38,44,55
1100,15,8,2009,18174867.35,7,17,18,33,41,42
1101,19,8,2009,22310116.55,6,7,10,12,24,57
1102,22,8,2009,2375142.54,9,11,23,35,46,51
1103,26,8,2009,4933030.92,10,19,28,41,55,56
1104,29,8,2009,18060804.99,2,3,6,35,49,58
1105,2,9,2009,21878202.24,1,15,28,43,50,57
1106,5,9,2009,2175905.27,4,15,43,47,50,60
1107,9,9,2009,4496344.33,3,9,20,36,53,54
1108,12,9,2009,7688095.88,7,9,39,43,44,60
1109,16,9,2009,20340725.12,6,8,11,14,29,52
1110,19,9,2009,24686155.18,6,14,26,28,42,45
1111,23,9,2009,2100928.15,4,9,25,32,33,43
1112,26,9,2009,2224476.04,4,32,34,43,52,58
1113,30,9,2009,4642317.22,3,6,29,36,47,59
1114,3,10,2009,2310563.74,3,15,16,22,25,54
1115,7,10,2009,11132729.77,18,30,37,41,44,50
1116,10,10,2009,14545870.49,4,9,13,17,20,47
1117,14,10,2009,1742106.23,1,6,17,27,35,40
1118,17,10,2009,4209080.96,8,20,21,43,44,55
1119,21,10,2009,14740142.18,10,34,41,44,45,54
1120,24,10,2009,18307829.45,7,35,40,44,50,55
1121,28,10,2009,22023474.44,4,17,18,54,56,59
1122,31,10,2009,2073117.88,26,44,46,49,55,56
1123,4,11,2009,4015470.76,4,14,19,39,45,60
1124,7,11,2009,15550005.71,7,11,16,18,33,49
1125,11,11,2009,19093732.19,3,7,29,33,42,56
1126,14,11,2009,2128367.63,4,31,42,52,57,59
1127,18,11,2009,4391626.05,5,8,14,24,29,30
1128,21,11,2009,1903809.92,8,16,24,39,52,60
1129,25,11,2009,9094554.71,12,17,19,32,47,55
1130,28,11,2009,12050502.92,5,18,23,32,49,54
1131,2,12,2009,15717508.75,1,8,16,34,36,49
1132,5,12,2009,19854486.1,12,27,30,33,52,55
1133,9,12,2009,23878446.59,5,10,16,21,39,58
1134,12,12,2009,13077964.72,9,22,29,36,51,56
1135,16,12,2009,16270571.71,4,5,6,19,23,39
1136,19,12,2009,2289692.56,7,31,32,34,37,43
1137,22,12,2009,3852718.38,19,21,25,28,43,50
1138,24,12,2009,5917535.51,2,4,15,18,25,36
1139,26,12,2009,61731493.11,9,28,31,36,37,42
1140,31,12,2009,144901494.9,10,27,40,46,49,58
1141,2,1,2010,605113.35,9,37,40,50,58,60
1142,6,1,2010,2471072.68,3,15,26,28,31,58
1143,9,1,2010,4811454.35,3,30,35,44,47,60
1144,13,1,2010,11724753.92,1,10,18,19,44,49
1145,16,1,2010,14836725.73,3,16,19,24,33,60
1146,20,1,2010,1758423.03,6,10,28,33,34,53
1147,23,1,2010,4009415.81,6,23,31,33,39,52
1148,27,1,2010,6266575.92,27,28,29,32,48,55
1149,30,1,2010,16684537.21,7,8,23,36,46,54
1150,3,2,2010,19934936.77,15,17,28,31,35,52
1151,6,2,2010,23741179.41,1,4,14,21,25,51
1152,10,2,2010,27742438.13,14,20,29,36,44,47
1153,13,2,2010,32297124.6,6,17,19,34,46,55
1154,17,2,2010,46695017.02,4,12,14,21,26,28
1155,20,2,2010,53368610.37,20,28,40,41,51,58
1156,24,2,2010,61659631.2,9,24,31,44,48,49
1157,27,2,2010,72718776.04,9,29,41,43,46,49
1158,3,3,2010,2356109.85,23,30,31,54,55,60
1159,6,3,2010,25368068.86,5,6,34,46,53,55
1160,10,3,2010,29887804.73,1,3,5,18,40,48
1161,13,3,2010,2435954.08,4,7,42,47,48,51
1162,17,3,2010,5012483.34,18,22,25,30,31,41
1163,20,3,2010,8126662.78,5,17,31,47,51,53
1164,24,3,2010,21170174.38,6,14,17,26,40,49
1165,27,3,2010,25277800.98,20,40,42,52,54,60
1166,31,3,2010,29702501.97,22,28,30,31,35,54
1167,3,4,2010,33984911.71,20,28,43,51,52,56
1168,7,4,2010,39427100.86,4,5,20,47,53,56
1169,10,4,2010,46206248.49,1,11,14,23,42,48
1170,14,4,2010,19095125.12,11,13,27,34,46,49
1171,17,4,2010,2444272.09,3,10,13,30,41,57
1172,20,4,2010,4443633.49,6,12,28,43,52,56
1173,24,4,2010,7475062.0,5,7,24,25,36,47
1174,28,4,2010,19341429.43,6,7,39,47,51,52
1175,30,4,2010,22639885.13,2,3,12,16,37,47
1176,5,5,2010,27009415.74,11,14,21,30,33,49
1177,8,5,2010,32015488.03,33,38,47,50,52,55
1178,12,5,2010,2119836.94,1,22,30,45,50,53
1179,15,5,2010,15909470.94,5,22,28,47,59,60
1180,19,5,2010,19487422.2,12,30,34,44,57,60
1181,22,5,2010,23872382.69,18,20,26,31,44,45
1182,26,5,2010,28289723.98,2,4,29,52,56,60
1183,29,5,2010,33574525.28,5,10,12,20,29,37
1184,2,6,2010,14661502.87,4,9,23,27,28,30
1185,5,6,2010,17820133.57,2,10,21,35,43,54
1186,9,6,2010,21726964.78,7,8,12,13,15,41
1187,12,6,2010,2263749.35,8,17,19,40,43,49
1188,16,6,2010,4496348.84,9,20,44,52,59,60
1189,19,6,2010,16296089.09,14,21,27,31,35,50
1190,23,6,2010,19612672.12,10,11,19,37,53,56
1191,26,6,2010,1959568.05,3,11,16,22,25,33
1192,30,6,2010,4057292.71,17,20,49,52,57,59
1193,3,7,2010,6480249.51,2,9,12,14,32,54
1194,7,7,2010,17080404.23,6,13,24,41,50,53
1195,10,7,2010,20642817.77,17,20,26,27,55,57
1196,14,7,2010,1911607.9,3,6,19,20,58,60
1197,17,7,2010,4318353.37,36,37,39,49,54,60
1198,21,7,2010,6850881.31,22,29,36,41,48,58
1199,24,7,2010,18200523.7,16,19,23,28,39,58
1200,28,7,2010,21815376.29,3,10,11,39,54,56
1201,31,7,2010,2055364.13,28,32,36,49,55,60
1202,4,8,2010,4311607.33,8,9,11,48,53,60
1203,7,8,2010,7018099.86,7,9,30,33,38,55
1204,11,8,2010,18316592.66,5,10,25,39,43,52
1205,14,8,2010,22221535.91,4,13,14,26,29,35
1206,18,8,2010,26383440.55,2,6,11,36,37,48
1207,21,8,2010,31345622.39,9,11,22,32,35,56
1208,25,8,2010,36935598.02,1,12,20,26,45,54
1209,28,8,2010,59900458.51,5,14,17,30,35,38
1210,1,9,2010,73338200.39,3,7,9,10,31,34
1211,4,9,2010,92522954.23,3,15,31,36,48,54
1212,8,9,2010,1989105.38,2,23,33,35,40,50
1213,11,9,2010,5020939.63,3,11,26,34,45,53
1214,15,9,2010,33917085.84,5,29,30,36,41,48
1215,18,9,2010,39632131.51,10,25,30,47,50,51
1216,22,9,2010,45796594.37,4,7,13,25,27,58
1217,25,9,2010,53263730.31,5,11,15,28,43,50
1218,29,9,2010,62589221.31,10,23,29,31,33,46
1219,2,10,2010,99517334.59,2,33,34,37,41,53
1220,6,10,2010,119142144.27,5,15,43,48,52,55
1221,9,10,2010,2819788.93,5,14,37,43,46,58
1222,13,10,2010,5435524.2,5,8,19,26,48,57
1223,16,10,2010,9271123.19,15,17,35,42,47,48
1224,20,10,2010,13344577.42,19,21,27,41,53,57
1225,23,10,2010,24970852.82,31,32,34,40,50,55
1226,27,10,2010,2385002.68,10,31,40,50,55,56
1227,30,10,2010,5445377.96,4,28,30,31,35,54
1228,3,11,2010,1959787.41,10,23,36,50,52,60
1229,6,11,2010,14182939.0,12,30,32,40,49,60
1230,10,11,2010,17941713.91,9,12,19,22,35,37
1231,13,11,2010,22383261.66,5,20,23,27,39,49
1232,17,11,2010,1974742.97,8,11,12,15,18,22
1233,20,11,2010,4616624.43,22,29,32,49,54,59
1234,24,11,2010,17300360.17,3,5,19,24,30,35
1235,27,11,2010,21151251.64,10,16,20,26,49,55
1236,1,12,2010,25248033.37,3,8,17,20,38,53
1237,4,12,2010,30150521.09,5,18,21,26,39,59
1238,8,12,2010,2185597.01,13,14,24,39,40,45
1239,11,12,2010,16292399.49,1,15,37,39,48,52
1240,15,12,2010,19881568.56,8,9,12,22,42,49
1241,18,12,2010,24042571.82,10,13,25,26,28,45
1242,20,12,2010,25682508.0,11,34,45,48,51,54
1243,22,12,2010,29616886.54,9,19,23,29,32,57
1244,24,12,2010,104122626.0,2,8,15,25,34,45
1245,31,12,2010,194395200.04,2,10,34,37,43,50
1246,5,1,2011,2148225.48,10,37,40,43,57,59
1247,8,1,2011,4896902.11,3,9,11,24,36,51
1248,12,1,2011,7798968.5,20,33,34,57,58,60
1249,15,1,2011,11177972.67,3,8,36,40,51,53
1250,19,1,2011,9702756.58,1,2,24,40,51,59
1251,22,1,2011,12978966.7,5,27,34,46,48,52
1252,26,1,2011,16303617.54,2,14,35,39,49,51
1253,29,1,2011,19785548.84,2,17,23,43,44,51
1254,2,2,2011,34384817.93,7,9,14,18,29,39
1255,5,2,2011,39716029.61,5,23,38,39,51,54
1256,9,2,2011,45513494.46,26,33,35,38,43,53
1257,12,2,2011,52423535.22,2,15,26,27,30,52
1258,16,2,2011,2240397.48,11,26,47,55,57,59
1259,19,2,2011,19695537.06,4,6,39,46,54,58
1260,23,2,2011,23628152.1,19,23,29,31,41,53
1261,26,2,2011,28276078.02,10,14,22,41,42,53
1262,2,3,2011,33355493.54,5,7,8,9,11,39
1263,5,3,2011,2502467.36,4,18,26,36,41,53
1264,9,3,2011,15184977.6,4,17,36,37,51,56
1265,12,3,2011,19030246.79,13,19,24,46,50,60
1266,16,3,2011,23191400.61,6,10,33,39,42,60
1267,19,3,2011,27891287.17,4,20,30,41,47,58
1268,23,3,2011,33033525.87,3,16,17,44,53,60
1269,26,3,2011,38827581.02,4,5,15,17,27,51
1270,30,3,2011,18113899.54,5,9,24,31,33,42
1271,2,4,2011,22411226.22,1,2,39,48,52,59
1272,6,4,2011,27030113.51,13,26,27,28,35,52
1273,9,4,2011,32448501.08,13,19,26,40,58,60
1274,13,4,2011,52984883.98,13,17,21,39,40,59
1275,16,4,2011,60928157.26,2,14,48,55,58,60
1276,20,4,2011,71408606.06,5,9,11,22,36,40
1277,23,4,2011,1517701.88,12,18,31,50,59,60
1278,27,4,2011,4414276.7,4,16,24,25,30,56
1279,30,4,2011,24514912.08,8,14,29,35,36,40
1280,4,5,2011,29198123.13,6,10,16,20,29,54
1281,7,5,2011,34943738.22,8,11,14,30,36,38
1282,11,5,2011,2545141.94,4,23,39,52,55,56
1283,14,5,2011,5809100.65,8,30,40,44,59,60
1284,18,5,2011,21403382.14,20,21,26,29,31,36
1285,21,5,2011,26111704.05,10,15,28,31,33,38
1286,25,5,2011,31148608.26,2,5,28,33,51,52
1287,28,5,2011,37004670.64,11,12,31,33,42,52
1288,1,6,2011,43966226.83,17,30,32,40,42,56
1289,4,6,2011,52880550.92,1,3,8,13,27,52
1290,8,6,2011,24014974.07,2,3,14,23,34,50
1291,11,6,2011,29242776.55,18,40,47,54,57,58
1292,15,6,2011,34612488.92,9,11,23,30,31,54
1293,18,6,2011,40792489.49,1,13,24,40,44,50
1294,22,6,2011,65385078.43,4,6,29,48,50,51
1295,25,6,2011,73451540.26,2,5,15,20,43,57
1296,29,6,2011,2414673.52,10,14,43,46,49,53
1297,2,7,2011,5621705.9,2,5,11,13,56,59
1298,6,7,2011,9047534.6,14,15,30,53,55,60
1299,9,7,2011,15046663.45,8,22,32,43,53,56
1300,13,7,2011,18968782.84,43,44,46,53,54,59
1301,16,7,2011,2751015.4,3,16,23,25,51,56
1302,20,7,2011,2339791.97,2,10,15,44,56,57
1303,23,7,2011,5302743.11,8,19,46,51,52,54
1304,27,7,2011,17861876.13,7,14,15,20,23,35
1305,30,7,2011,22120460.55,3,5,11,36,44,46
1306,3,8,2011,26731395.64,6,19,22,34,43,45
1307,6,8,2011,32075789.45,7,10,32,43,47,54
1308,9,8,2011,1587128.31,7,8,24,30,33,47
1309,11,8,2011,15550756.73,7,12,25,26,32,39
1310,13,8,2011,19373038.14,8,9,14,32,53,59
1311,17,8,2011,23622724.12,7,9,12,19,45,54
1312,20,8,2011,28579345.16,5,20,22,28,29,30
1313,24,8,2011,33817016.06,1,4,26,39,43,49
1314,27,8,2011,55369062.27,38,42,44,52,58,60
1315,31,8,2011,63981675.84,1,27,29,38,50,52
1316,3,9,2011,2824002.29,8,13,25,34,42,48
1317,8,9,2011,2215668.61,6,13,29,30,35,37
1318,10,9,2011,4961754.76,11,14,16,28,34,46
1319,14,9,2011,20568151.64,4,5,16,18,27,51
1320,17,9,2011,25340695.29,17,24,25,38,41,55
1321,21,9,2011,31071213.53,10,47,51,53,59,60
1322,24,9,2011,2742226.09,10,21,43,47,53,55
1323,28,9,2011,5808298.7,6,15,25,37,48,55
1324,1,10,2011,22033754.85,18,29,31,44,51,57
1325,5,10,2011,26743520.84,2,5,16,20,35,43
1326,8,10,2011,32431186.77,10,11,18,19,30,50
1327,13,10,2011,38741869.73,16,35,36,41,52,54
1328,15,10,2011,45390782.32,10,23,27,43,53,59
1329,19,10,2011,19139519.77,7,8,11,39,43,50
1330,22,10,2011,23973099.6,8,18,21,30,48,49
1331,26,10,2011,29215205.37,9,24,26,39,46,57
1332,29,10,2011,2963357.08,3,5,13,24,35,59
1333,3,11,2011,2555470.44,25,26,28,33,42,51
1334,5,11,2011,17351264.84,1,6,8,10,25,27
1335,9,11,2011,21885288.49,3,14,20,22,49,51
1336,12,11,2011,3086420.09,1,32,38,47,51,54
1337,16,11,2011,2163225.69,2,20,35,38,45,51
1338,19,11,2011,5448452.03,1,18,19,33,43,60
1339,23,11,2011,2300000.0,7,10,14,16,54,59
1340,26,11,2011,16182620.14,13,21,30,36,59,60
1341,30,11,2011,20580961.4,1,11,20,37,40,52
1342,3,12,2011,25739230.68,5,7,42,46,50,60
1343,7,12,2011,31130032.72,19,20,31,42,51,56
1344,10,12,2011,37491507.0,8,19,21,36,42,59
1345,14,12,2011,4000000.0,7,17,19,26,40,50
1346,17,12,2011,24409476.19,12,32,40,47,48,59
1347,21,12,2011,2000000.0,9,19,45,46,54,56
1348,22,12,2011,4000000.0,7,12,38,39,45,56
1349,24,12,2011,7099412.95,9,19,20,50,51,60
1350,31,12,2011,177617487.6,3,4,29,36,45,55
1351,4,1,2012,2500000.0,13,33,36,41,50,56
1352,7,1,2012,4700000.0,9,18,24,35,36,59
1353,11,1,2012,8311160.99,3,11,13,27,32,47
1354,14,1,2012,2815977.4,2,8,38,42,48,49
1355,18,1,2012,9500000.0,11,17,24,39,46,49
1356,21,1,2012,13801846.13,6,13,21,22,31,46
1357,25,1,2012,18000000.0,1,19,24,26,52,55
1358,28,1,2012,22059253.65,3,15,16,35,37,47
1359,1,2,2012,39156095.15,6,10,12,17,28,53
1360,4,2,2012,45346508.12,2,16,17,25,50,54
1361,8,2,2012,2554369.24,23,27,30,37,38,44
1362,11,2,2012,5772588.66,2,12,19,22,36,58
1363,15,2,2012,2398385.4,25,35,42,45,52,57
1364,18,2,2012,16186627.78,10,13,20,40,44,53
1365,22,2,2012,18427847.0,2,24,26,32,35,50
1366,25,2,2012,22902720.55,12,27,37,44,54,59
1367,1,3,2012,1879743.88,2,7,13,29,38,43
1368,3,3,2012,4873830.43,10,21,26,29,32,38
1369,7,3,2012,2000000.0,5,16,24,32,38,46
1370,10,3,2012,14998563.5,2,4,5,27,49,59
1371,14,3,2012,2281981.94,3,4,8,11,47,49
1372,17,3,2012,5824245.4,3,36,40,46,58,60
1373,21,3,2012,8520148.41,7,27,39,52,55,57
1374,24,3,2012,12062910.42,6,21,28,31,33,43
1375,28,3,2012,15644154.04,14,25,28,45,53,58
1376,31,3,2012,2658346.01,9,11,21,49,53,54
1377,4,4,2012,5600981.17,2,5,12,13,25,35
1378,7,4,2012,2152301.02,2,5,17,18,54,59
1379,11,4,2012,13848344.05,5,12,36,45,50,58
1380,14,4,2012,18163437.01,3,14,52,55,57,60
1381,18,4,2012,22817234.34,11,27,30,40,44,57
1382,20,4,2012,1814053.48,5,13,16,17,27,55
1383,25,4,2012,4560383.15,7,9,23,44,46,55
1384,28,4,2012,8060014.06,2,18,30,31,45,56
1385,2,5,2012,13402970.05,27,35,36,37,42,59
1386,5,5,2012,2703887.6,12,28,38,39,51,56
1387,9,5,2012,5706194.01,18,27,32,43,50,52
1388,12,5,2012,9489345.77,22,29,31,43,50,54
1389,16,5,2012,13488668.85,1,16,28,39,44,57
1390,19,5,2012,13841039.86,4,19,27,28,29,31
1391,23,5,2012,2318207.92,7,12,19,34,40,53
1392,26,5,2012,5314742.8,2,8,12,28,33,43
1393,30,5,2012,8139697.37,4,18,24,28,39,44
1394,2,6,2012,11764027.65,11,16,24,35,46,50
1395,6,6,2012,15000000.0,5,11,17,19,44,48
1396,9,6,2012,20000000.0,29,48,52,54,55,58
1397,13,6,2012,25122180.0,3,4,7,15,27,56
1398,16,6,2012,31170332.79,14,32,33,40,42,51
1399,20,6,2012,38272941.06,34,39,43,56,57,60
1400,23,6,2012,20699395.11,9,26,34,43,53,54
1401,27,6,2012,25157779.26,11,12,25,33,48,54
1402,30,6,2012,2839619.38,2,9,10,21,27,38
1403,4,7,2012,6166518.19,13,16,20,26,39,42
1404,7,7,2012,22089242.39,7,8,27,31,32,51
1405,11,7,2012,27622910.73,3,14,17,32,37,39
1406,14,7,2012,3161842.16,7,10,17,24,38,57
1407,18,7,2012,6539717.17,18,29,31,42,43,53
1408,21,7,2012,10746651.56,4,19,20,24,39,43
1409,25,7,2012,28288400.52,6,19,26,47,50,58
1410,28,7,2012,34525901.6,18,29,40,42,50,54
1411,1,8,2012,43011292.72,8,12,32,44,46,48
1412,4,8,2012,3288513.09,6,8,24,37,41,45
1413,7,8,2012,1634104.26,13,15,33,45,54,55
1414,9,8,2012,18502377.63,21,37,44,46,49,57
1415,11,8,2012,22890179.88,26,36,40,46,49,51
1416,15,8,2012,28384182.98,3,19,22,24,35,49
1417,18,8,2012,3095729.2,5,12,45,52,56,59
1418,22,8,2012,2644837.54,7,8,10,12,27,56
1419,25,8,2012,17872769.48,17,21,30,48,52,58
1420,29,8,2012,22322165.67,2,11,16,18,36,45
1421,1,9,2012,27700609.77,19,31,39,44,53,59
1422,5,9,2012,2662243.82,2,5,13,17,39,44
1423,8,9,2012,2189459.88,3,8,21,25,27,43
1424,12,9,2012,2000000.0,3,7,15,29,38,60
1425,15,9,2012,17534538.97,7,16,29,36,38,50
1426,19,9,2012,2429813.6,6,15,18,24,30,44
1427,22,9,2012,5566069.41,8,39,44,47,53,56
1428,26,9,2012,8826040.59,7,15,19,34,37,55
1429,29,9,2012,12664526.03,9,12,22,39,48,60
1430,3,10,2012,16881109.04,2,19,22,30,46,52
1431,6,10,2012,22225171.32,5,9,13,33,40,54
1432,10,10,2012,27888229.83,16,24,25,42,45,59
1433,13,10,2012,33905517.49,4,13,14,40,46,52
1434,17,10,2012,2704760.94,3,18,22,34,55,58
1435,20,10,2012,19534166.5,4,15,45,47,50,52
1436,24,10,2012,24498095.24,1,13,23,24,30,57
1437,27,10,2012,31063955.59,22,23,26,37,38,48
1438,31,10,2012,38480754.66,7,14,31,33,36,49
1439,3,11,2012,19099165.19,2,34,35,42,43,55
1440,7,11,2012,24405605.1,2,6,28,36,51,56
1441,10,11,2012,3181203.48,17,29,36,38,53,56
1442,14,11,2012,6894620.79,12,13,20,30,34,49
1443,17,11,2012,10771227.06,12,20,32,48,52,54
1444,21,11,2012,27713340.32,2,5,27,28,48,55
1445,24,11,2012,33883410.57,5,19,32,41,49,58
1446,28,11,2012,2639040.77,6,13,24,32,40,51
1447,1,12,2012,3010163.5,1,19,28,33,39,41
1448,5,12,2012,6358254.43,1,25,29,36,56,60
1449,8,12,2012,22336184.15,2,6,18,30,52,56
1450,12,12,2012,27343313.77,26,27,31,38,44,45
1451,15,12,2012,33141179.59,2,10,11,33,52,57
1452,18,12,2012,40000000.0,2,14,28,50,57,58
1453,20,12,2012,42752088.24,6,13,25,32,47,57
1454,22,12,2012,122411671.25,4,27,29,41,48,52
1455,31,12,2012,244784099.1,14,32,33,36,41,52
1456,2,1,2013,1313627.95,6,8,14,26,36,40
1457,5,1,2013,4629202.83,15,16,34,42,46,59
1458,9,1,2013,8420233.24,2,4,16,33,44,51
1459,12,1,2013,13246202.09,2,6,30,34,35,52
1460,16,1,2013,12296574.51,4,14,27,38,50,52
1461,19,1,2013,17234665.08,31,36,44,47,49,54
1462,23,1,2013,22470803.48,5,9,25,27,38,40
1463,26,1,2013,2989852.91,13,22,28,29,40,48
1464,30,1,2013,19117004.46,2,24,32,50,54,59
1465,2,2,2013,24137821.57,6,11,16,26,44,53
1466,6,2,2013,29873254.83,4,6,13,34,37,51
1467,9,2,2013,3097080.96,23,24,26,41,52,53
1468,13,2,2013,1542491.77,1,2,10,19,20,37
1469,16,2,2013,14475394.97,4,13,35,54,56,58
1470,20,2,2013,18876324.78,2,34,36,38,51,55
1471,23,2,2013,3011569.17,10,25,33,36,40,58
1472,27,2,2013,6259763.9,12,18,23,25,45,50
1473,2,3,2013,10367470.95,2,12,33,57,58,60
1474,6,3,2013,14742572.93,1,2,3,11,28,43
1475,9,3,2013,16179244.6,12,13,37,44,48,51
1476,13,3,2013,2758568.78,4,10,26,37,47,57
1477,16,3,2013,6340706.88,3,4,46,50,56,59
1478,20,3,2013,10025127.83,10,27,37,40,47,55
1479,23,3,2013,26112714.84,21,48,50,54,57,60
1480,27,3,2013,31618202.79,9,14,21,26,36,52
1481,30,3,2013,2383898.76,17,27,28,40,44,55
1482,3,4,2013,5408258.78,6,9,11,34,41,53
1483,6,4,2013,9191551.17,1,35,39,53,55,56
1484,10,4,2013,24978254.24,17,20,24,29,49,53
1485,13,4,2013,30670509.92,4,27,30,36,54,59
1486,17,4,2013,37137524.71,1,6,10,34,40,54
1487,20,4,2013,2940589.52,4,9,17,23,28,53
1488,24,4,2013,6092267.98,4,22,25,38,45,51
1489,27,4,2013,2867241.35,1,15,24,26,28,48
1490,2,5,2013,16896662.04,1,3,31,32,43,52
1491,4,5,2013,21182827.87,6,26,45,50,56,60
1492,8,5,2013,26460707.33,4,9,18,44,46,48
1493,11,5,2013,2943528.78,7,12,24,27,30,49
1494,15,5,2013,14329345.31,2,14,24,28,35,50
1495,18,5,2013,18687724.13,4,13,14,44,49,57
1496,22,5,2013,23656465.87,14,18,28,41,47,54
1497,25,5,2013,29080768.61,4,5,7,27,45,58
1498,29,5,2013,35470952.42,6,11,27,40,46,49
1499,1,6,2013,43036617.07,8,22,26,33,37,54
1500,5,6,2013,22610179.37,10,18,31,43,57,59
1501,8,6,2013,3144718.24,1,7,13,29,37,54
1502,12,6,2013,2801889.58,6,22,43,51,52,57
1503,15,6,2013,6160813.94,3,4,16,22,36,42
1504,19,6,2013,20439900.82,2,10,12,30,41,42
1505,22,6,2013,24873756.07,1,2,6,9,16,32
1506,26,6,2013,29460557.82,3,14,18,34,42,49
1507,29,6,2013,35335598.46,24,46,50,51,52,56
1508,3,7,2013,42337951.84,17,18,30,35,39,58
1509,6,7,2013,18579983.72,1,6,27,46,51,59
1510,10,7,2013,22933056.04,1,8,17,44,46,53
1511,13,7,2013,3020912.81,4,8,17,29,31,45
1512,17,7,2013,6312511.6,11,28,35,42,46,58
1513,20,7,2013,10170920.65,17,28,31,56,57,58
1514,24,7,2013,14061405.08,16,17,23,42,59,60
1515,27,7,2013,15200594.63,4,13,14,18,49,59
1516,31,7,2013,2581185.45,4,18,20,34,45,60
1517,3,8,2013,2841647.55,7,17,38,45,52,56
1518,6,8,2013,4711737.63,8,9,28,41,48,55
1519,8,8,2013,16228282.25,5,6,15,23,56,59
1520,10,8,2013,20461515.75,7,31,35,36,46,48
1521,14,8,2013,25313774.0,11,14,18,30,33,39
1522,17,8,2013,2817494.59,5,8,23,32,33,56
1523,21,8,2013,5946598.97,22,25,31,39,41,44
1524,24,8,2013,21532147.87,2,12,40,46,52,53
1525,28,8,2013,26081860.01,2,26,30,35,46,54
1526,31,8,2013,31746274.15,10,16,28,47,51,59
1527,4,9,2013,2519473.73,16,32,36,42,44,48
1528,6,9,2013,4862186.4,4,13,15,19,36,58
1529,11,9,2013,8144582.4,11,15,17,34,35,49
1530,14,9,2013,7800140.92,10,16,28,33,48,53
1531,18,9,2013,2541953.77,12,13,24,41,42,44
1532,21,9,2013,5803249.08,2,11,23,31,42,44
